reactants_mapped,reactants,reagents,products_mapped,products,yield,core_index_mapping,core_index_atom
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,44.71241275,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,1.112505085,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,50.90618574,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,54.23706048,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,4.695061055,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,83.30361440000001,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,70.00785114,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,52.85443039,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,72.15476775,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,73.13874552,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,18.412337,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,1.57607478,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,1.834161249,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,39.94694428,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,54.22375463,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,50.12467654,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,1.102452884,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,45.39654665,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,51.57354724,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,77.85802389,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,80.13587028,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,80.58863006,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,86.25411640000002,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,91.93340238,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,49.30997149,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,86.10507439,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,88.16754027,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,45.04099086,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,52.01896484,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,50.27132659,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,1.402918235,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,50.57898439,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,51.23480839,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.591475121,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,83.09647392,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,79.26160687,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,86.19439925,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,91.26694463,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.o1ccc(n1)c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,95.38648822,"{6, 7}",5>1
